식당ID,식당명,업종(메뉴)정보,테이크아웃여부,예약가능여부,선결제여부,지번주소,식당면적,식당위도,식당경도,어워드_글로벌,어워드_로컬,트립어드바이저 인기도,씨트립 인기도,네이버 인기도,RTI 인덱스,온라인화 진행 여부,다국어메뉴판 제공 여부,수용태세 지수,좌석수(입식),좌석수(좌식),베리어프리여부,반려동물출입가능여부,주차가능여부,식당 홈페이지,등록일시,영업시간정보,휴식시간정보
352988,또순이네집,한식,Y,Y,N,전라북도 전주시 완산구 고사동 443-6,112.35,35.81772,127.141861,,,0,0,5,2.68,Y,Y,3.7,8,8,Y,N,Y,,2020-11-29 20:24,FRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:00~21:00\nSUN:09:00~21:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00\nFRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:00~21:00\nSUN:09:00~21:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00\nFRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:00~21:00\nSUN:09:00~21:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00,"오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시,오후4시~5시"
353217,상하이반점,중식,N,N,N,전라북도 전주시 완산구 효자동2가 1231-7,103.24,35.8175722,127.1049746,,,0,0,5,2.71,Y,Y,2.75,44,44,N,N,N,,2020-10-23 19:21,FRI:11:30~20:30\nMON:11:30~20:30\nSAT:11:30~20:30\nTHU:11:30~20:30\nTUE:11:30~20:30\nWED:11:30~20:30\nFRI:11:30~20:30\nMON:11:30~20:30\nSAT:11:30~20:30\nTHU:11:30~20:30\nTUE:11:30~20:30\nWED:11:30~20:30\nFRI:11:30~20:30\nMON:11:30~20:30\nSAT:11:30~20:30\nTHU:11:30~20:30\nTUE:11:30~20:30\nWED:11:30~20:30,"14:30-16:30,14:30-16:30,14:30-16:30,14:30-16:30,14:30-16:30,14:30-16:30,14:30-16:30,14:30-16:30,14:30-16:30,14:30-16:30,14:30-16:30,14:30-16:30,14:30-16:30,14:30-16:30,14:30-16:30,14:30-16:30,14:30-16:30,14:30-16:30"
356068,해방곱창 전주본점,곱창,Y,Y,N,전라북도 전주시 완산구 다가동4가 10-6,0,35.8207726,127.1381057,,,0,0,5,1.85,Y,Y,2.97,13,13,N,N,N,,2020-11-10 22:50,FRI:17:00~02:00\nMON:17:00~02:00\nSAT:17:00~02:00\nSUN:17:00~02:00\nTHU:17:00~02:00\nTUE:17:00~02:00\nWED:17:00~02:00\nFRI:17:00~02:00\nMON:17:00~02:00\nSAT:17:00~02:00\nSUN:17:00~02:00\nTHU:17:00~02:00\nTUE:17:00~02:00\nWED:17:00~02:00\nFRI:17:00~02:00\nMON:17:00~02:00\nSAT:17:00~02:00\nSUN:17:00~02:00\nTHU:17:00~02:00\nTUE:17:00~02:00\nWED:17:00~02:00,
363826,맛찬들왕소금구이 전주혁신점,육류,Y,Y,N,전라북도 전주시 덕진구 장동 1093-2,0,35.8433748,127.0645113,,,0,0,5,2.16,Y,Y,3.7,80,80,Y,N,Y,http://blog.naver.com/im_raphael,2020-11-10 10:29,FRI:11:00~21:30\nMON:11:00~21:30\nSAT:11:00~21:30\nSUN:11:00~21:30\nTHU:11:00~21:30\nTUE:11:00~21:30\nWED:11:00~21:30\nFRI:11:00~21:30\nMON:11:00~21:30\nSAT:11:00~21:30\nSUN:11:00~21:30\nTHU:11:00~21:30\nTUE:11:00~21:30\nWED:11:00~21:30\nFRI:11:00~21:30\nMON:11:00~21:30\nSAT:11:00~21:30\nSUN:11:00~21:30\nTHU:11:00~21:30\nTUE:11:00~21:30\nWED:11:00~21:30,"15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00"
364108,아리아랑,한정식,N,Y,N,전라북도 전주시 완산구 효자동2가 1231-3,432.29,35.8182138,127.104937,,,0,0,5,2.12,Y,Y,3.57,72,72,Y,N,Y,http://blog.naver.com/jjariarang,2020-11-23 18:22,FRI:11:30~21:00\nMON:11:30~21:00\nSAT:11:30~21:00\nTHU:11:30~21:00\nTUE:11:30~21:00\nWED:11:30~21:00\nFRI:11:30~21:00\nMON:11:30~21:00\nSAT:11:30~21:00\nTHU:11:30~21:00\nTUE:11:30~21:00\nWED:11:30~21:00\nFRI:11:30~21:00\nMON:11:30~21:00\nSAT:11:30~21:00\nTHU:11:30~21:00\nTUE:11:30~21:00\nWED:11:30~21:00,"15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00"
364920,프리모파스타,양식,Y,Y,N,전라북도 전주시 완산구 효자동3가 1527-7,390,35.818369,127.108203,,,0,0,5,2.72,Y,Y,3.22,80,80,N,N,N,,2020-11-07 18:39,FRI:11:30~22:00\nSAT:11:30~22:00\nSUN:11:30~22:00\nTHU:11:30~22:00\nTUE:11:30~22:00\nWED:11:30~22:00\nFRI:11:30~22:00\nSAT:11:30~22:00\nSUN:11:30~22:00\nTHU:11:30~22:00\nTUE:11:30~22:00\nWED:11:30~22:00\nFRI:11:30~22:00\nSAT:11:30~22:00\nSUN:11:30~22:00\nTHU:11:30~22:00\nTUE:11:30~22:00\nWED:11:30~22:00,
368438,길손네학사주점,술집,Y,Y,N,전라북도 전주시 덕진구 덕진동1가 664-25,56.05,35.8442414,127.1269821,,,0,0,5,2.49,Y,Y,3.06,12,12,N,N,N,,2020-11-08 18:11,FRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00,
368591,청양농장 전북대점,육류,N,N,N,전라북도 전주시 덕진구 덕진동1가 1261-2,218.84,35.8438618,127.1259023,,,0,0,5,2.7,Y,Y,2.26,0,0,N,N,N,,2020-12-07 10:09,MON:00:00~12:00\nMON:00:00~12:00\nMON:00:00~12:00,
368671,족보설렁탕,곰탕,Y,Y,N,전라북도 전주시 덕진구 덕진동2가 168-15,225,35.8495123,127.1191421,,,0,0,5,2.02,Y,Y,3.34,40,40,N,N,Y,,2020-11-09 1:58,FRI:10:30~21:00\nMON:10:30~21:00\nSAT:10:30~21:00\nSUN:10:30~21:00\nTHU:10:30~21:00\nTUE:10:30~21:00\nWED:10:30~21:00\nFRI:10:30~21:00\nMON:10:30~21:00\nSAT:10:30~21:00\nSUN:10:30~21:00\nTHU:10:30~21:00\nTUE:10:30~21:00\nWED:10:30~21:00\nFRI:10:30~21:00\nMON:10:30~21:00\nSAT:10:30~21:00\nSUN:10:30~21:00\nTHU:10:30~21:00\nTUE:10:30~21:00\nWED:10:30~21:00,
370070,바다꽃게탕,해물,Y,Y,N,전라북도 전주시 덕진구 우아동2가 911-3,0,35.8288987,127.1710002,,,0,0,5,2.22,Y,Y,3.7,120,120,Y,N,Y,https://jeonjusea.modoo.at,2020-11-23 1:50,FRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00\nFRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00\nFRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00,
371850,치히로,일식,Y,Y,N,전라북도 전주시 완산구 고사동 324-15,97.2,35.8205942,127.1406142,,,0,0,5,2.37,Y,Y,3.46,44,44,N,N,Y,,2020-11-18 21:38,FRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00\nFRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00\nFRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00,"오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분,오후3시30분~4시30분"
372954,김판쇠전주우족탕,곰탕,Y,Y,N,전라북도 전주시 덕진구 금암동 455-23,69,35.83279,127.1356719,,,0,0,5,1.75,Y,Y,3.63,18,18,Y,N,Y,,2020-12-03 16:24,FRI:19:30~21:00\nMON:19:30~21:00\nSAT:19:30~21:00\nSUN:19:30~21:00\nTHU:19:30~21:00\nTUE:19:30~21:00\nWED:19:30~21:00\nFRI:19:30~21:00\nMON:19:30~21:00\nSAT:19:30~21:00\nSUN:19:30~21:00\nTHU:19:30~21:00\nTUE:19:30~21:00\nWED:19:30~21:00\nFRI:19:30~21:00\nMON:19:30~21:00\nSAT:19:30~21:00\nSUN:19:30~21:00\nTHU:19:30~21:00\nTUE:19:30~21:00\nWED:19:30~21:00,
373197,땡땡이상추튀김,분식,Y,Y,N,전라북도 전주시 덕진구 금암동 664-39,32,35.8436749,127.1277204,,,0,0,5,1.76,Y,Y,3.1,48,48,N,N,N,,2020-11-19 3:16,FRI:00:00~23:59\nMON:00:00~23:59\nSAT:00:00~23:59\nSUN:00:00~23:59\nTHU:00:00~23:59\nTUE:00:00~23:59\nWED:00:00~23:59\nFRI:00:00~23:59\nMON:00:00~23:59\nSAT:00:00~23:59\nSUN:00:00~23:59\nTHU:00:00~23:59\nTUE:00:00~23:59\nWED:00:00~23:59\nFRI:00:00~23:59\nMON:00:00~23:59\nSAT:00:00~23:59\nSUN:00:00~23:59\nTHU:00:00~23:59\nTUE:00:00~23:59\nWED:00:00~23:59,
374861,디플랑,카페,Y,Y,N,전라북도 전주시 완산구 고사동 115-2,20.58,35.8187526,127.1447127,,,0,0,5,2.68,Y,Y,2.85,0,0,N,N,N,https://blog.naver.com/d-flan,2021-01-07 11:16,FRI:10:00~21:00\nMON:10:00~21:00\nSAT:10:00~21:00\nSUN:10:00~21:00\nTHU:10:00~21:00\nTUE:10:00~21:00\nWED:10:00~21:00\nFRI:10:00~21:00\nMON:10:00~21:00\nSAT:10:00~21:00\nSUN:10:00~21:00\nTHU:10:00~21:00\nTUE:10:00~21:00\nWED:10:00~21:00\nFRI:10:00~21:00\nMON:10:00~21:00\nSAT:10:00~21:00\nSUN:10:00~21:00\nTHU:10:00~21:00\nTUE:10:00~21:00\nWED:10:00~21:00,
376699,명륜진사갈비 효자점,육류,Y,Y,N,전라북도 전주시 완산구 효자동2가 541-1,0,35.8080985,127.1060443,,,0,0,5,2.73,Y,Y,3.7,72,72,Y,Y,Y,https://myoungryungalbi.modoo.at,2020-11-07 18:42,FRI:11:30~23:00\nMON:11:30~23:00\nSAT:17:00~23:00\nSUN:17:00~23:00\nTHU:11:30~23:00\nTUE:11:30~23:00\nWED:11:30~23:00\nFRI:11:30~23:00\nMON:11:30~23:00\nSAT:17:00~23:00\nSUN:17:00~23:00\nTHU:11:30~23:00\nTUE:11:30~23:00\nWED:11:30~23:00\nFRI:11:30~23:00\nMON:11:30~23:00\nSAT:17:00~23:00\nSUN:17:00~23:00\nTHU:11:30~23:00\nTUE:11:30~23:00\nWED:11:30~23:00,
397904,망향비빔국수 전주점,국수,N,N,N,전라북도 전주시 덕진구 장동 557-1,124.48,35.856133,127.066347,,,0,0,5,2.41,Y,Y,2.26,0,0,N,N,N,http://www.manghyang.com/,2020-12-07 10:29,MON:09:00~22:00\nMON:09:00~22:00\nMON:09:00~22:00,
402894,스타양곱창 객사점,곱창,N,N,N,전라북도 전주시 완산구 다가동3가 23-2,97.54,35.8172964,127.14098,,,0,0,5,2.16,Y,Y,2.26,0,0,N,N,N,,2020-12-07 10:54,MON:17:00~01:00\nMON:17:00~01:00\nMON:17:00~01:00,
442762,파스톨로지,파스타,N,Y,N,전라북도 전주시 완산구 고사동 300-9,55.68,35.8215154,127.1412615,,,0,0,5,1.99,Y,Y,2.95,24,24,N,N,N,https://m.blog.naver.com/hayman9642,2020-11-29 17:49,FRI:11:30~21:00\nSAT:11:30~21:00\nSUN:11:30~21:00\nTHU:11:30~21:00\nTUE:11:30~21:00\nWED:11:30~21:00\nFRI:11:30~21:00\nSAT:11:30~21:00\nSUN:11:30~21:00\nTHU:11:30~21:00\nTUE:11:30~21:00\nWED:11:30~21:00\nFRI:11:30~21:00\nSAT:11:30~21:00\nSUN:11:30~21:00\nTHU:11:30~21:00\nTUE:11:30~21:00\nWED:11:30~21:00,"오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시"
460141,올드스터프,카페,Y,N,N,전라북도 전주시 완산구 효자동3가 1643-1,0,35.8231906,127.1021017,,,0,0,5,1.76,Y,Y,3.35,59,59,Y,N,Y,http://instagram.com/old_stuff_pd,2020-10-19 18:37,FRI:10:00~22:50\nMON:10:00~22:50\nSAT:10:00~22:50\nSUN:10:00~22:50\nTHU:10:00~22:50\nTUE:10:00~22:50\nWED:10:00~22:50\nFRI:10:00~22:50\nMON:10:00~22:50\nSAT:10:00~22:50\nSUN:10:00~22:50\nTHU:10:00~22:50\nTUE:10:00~22:50\nWED:10:00~22:50\nFRI:10:00~22:50\nMON:10:00~22:50\nSAT:10:00~22:50\nSUN:10:00~22:50\nTHU:10:00~22:50\nTUE:10:00~22:50\nWED:10:00~22:50,
462934,전동떡갈비,한식,N,Y,N,전라북도 전주시 완산구 전동 16-2,436.5,35.8159928,127.148758,,,0,0,5,2.16,Y,Y,3.57,110,110,Y,N,Y,https://blog.naver.com/gndka7412,2020-11-20 1:08,FRI:10:30~20:00\nMON:10:30~20:00\nSAT:10:30~20:00\nSUN:10:30~20:00\nTHU:10:30~20:00\nTUE:10:30~20:00\nWED:10:30~20:00\nFRI:10:30~20:00\nMON:10:30~20:00\nSAT:10:30~20:00\nSUN:10:30~20:00\nTHU:10:30~20:00\nTUE:10:30~20:00\nWED:10:30~20:00\nFRI:10:30~20:00\nMON:10:30~20:00\nSAT:10:30~20:00\nSUN:10:30~20:00\nTHU:10:30~20:00\nTUE:10:30~20:00\nWED:10:30~20:00,"15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00,15:30 ~ 17:00"
502648,상무초밥 전주 송천직영점,초밥,Y,N,N,전라북도 전주시 덕진구 송천동1가 809-1,0,35.8663675,127.1212201,,,0,0,5,1.82,Y,Y,3.35,136,136,Y,N,Y,http://sangmusushi.kr/,2020-11-09 1:00,FRI:11:30~23:00\nMON:11:30~23:00\nSAT:11:30~23:00\nSUN:11:30~23:00\nTHU:11:30~23:00\nTUE:11:30~23:00\nWED:11:30~23:00\nFRI:11:30~23:00\nMON:11:30~23:00\nSAT:11:30~23:00\nSUN:11:30~23:00\nTHU:11:30~23:00\nTUE:11:30~23:00\nWED:11:30~23:00\nFRI:11:30~23:00\nMON:11:30~23:00\nSAT:11:30~23:00\nSUN:11:30~23:00\nTHU:11:30~23:00\nTUE:11:30~23:00\nWED:11:30~23:00,
508222,마닐마닐테라스,카페,Y,N,N,전라북도 전주시 완산구 전동 52-1,29.87,35.815338,127.1487631,,,0,0,5,2.6,Y,Y,2.82,34,34,N,N,N,https://www.instagram.com/cafe_manilmanil,2020-11-20 11:54,FRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00\nFRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00\nFRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00,
532900,돼지박사전주점,돼지고기,Y,Y,N,전라북도 전주시 완산구 고사동 340-4,0,35.8194266,127.1417869,,,0,0,5,2.67,Y,Y,3.46,100,100,N,N,Y,,2020-11-19 1:37,FRI:11:00~03:00\nMON:11:00~03:00\nSAT:11:00~03:00\nSUN:11:00~03:00\nTHU:11:00~03:00\nTUE:11:00~03:00\nWED:11:00~03:00\nFRI:11:00~03:00\nMON:11:00~03:00\nSAT:11:00~03:00\nSUN:11:00~03:00\nTHU:11:00~03:00\nTUE:11:00~03:00\nWED:11:00~03:00\nFRI:11:00~03:00\nMON:11:00~03:00\nSAT:11:00~03:00\nSUN:11:00~03:00\nTHU:11:00~03:00\nTUE:11:00~03:00\nWED:11:00~03:00,
534778,송천참옻닭,닭요리,Y,Y,N,전라북도 전주시 덕진구 송천동1가 814-2,0,35.8648916,127.1198247,,,0,0,5,2.72,Y,Y,3.46,68,68,N,N,Y,http://blog.naver.com/hanbinida,2020-11-09 0:38,FRI:11:00~23:00\nMON:11:00~23:00\nSAT:11:00~23:00\nSUN:11:00~23:00\nTHU:11:00~23:00\nTUE:11:00~23:00\nWED:11:00~23:00\nFRI:11:00~23:00\nMON:11:00~23:00\nSAT:11:00~23:00\nSUN:11:00~23:00\nTHU:11:00~23:00\nTUE:11:00~23:00\nWED:11:00~23:00\nFRI:11:00~23:00\nMON:11:00~23:00\nSAT:11:00~23:00\nSUN:11:00~23:00\nTHU:11:00~23:00\nTUE:11:00~23:00\nWED:11:00~23:00,"14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00,14:00 ~ 16:00"
535492,연와미당,한우,Y,Y,N,전라북도 전주시 완산구 효자동1가 223-10,414.64,35.804467,127.12425,,,0,0,5,1.77,Y,Y,3.7,184,184,Y,N,Y,http://yeonwamidang.com/,2020-10-28 14:39,FRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00\nFRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00\nFRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00,"16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30,16:30-17:30"
544895,보나베띠 전북도청점,이탈리아음식,Y,Y,N,전라북도 전주시 완산구 효자동2가 1155-1,263.94,35.8155481,127.1069774,,,0,0,5,2.08,Y,Y,3.7,78,78,Y,N,Y,http://5wine.net/,2020-11-02 3:38,FRI:11:30~22:00\nMON:11:30~22:00\nSAT:11:30~22:00\nSUN:11:30~22:00\nTHU:11:30~22:00\nTUE:11:30~22:00\nWED:11:30~22:00\nFRI:11:30~22:00\nMON:11:30~22:00\nSAT:11:30~22:00\nSUN:11:30~22:00\nTHU:11:30~22:00\nTUE:11:30~22:00\nWED:11:30~22:00\nFRI:11:30~22:00\nMON:11:30~22:00\nSAT:11:30~22:00\nSUN:11:30~22:00\nTHU:11:30~22:00\nTUE:11:30~22:00\nWED:11:30~22:00,"15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00,15:30-17:00"
553933,연가,한식,Y,Y,N,전라북도 전주시 완산구 중화산동2가 199-23,767.32,35.816795,127.1260161,,,0,0,5,2.13,Y,Y,3.7,200,200,Y,N,Y,,2020-11-03 21:37,FRI:10:00~21:16\nMON:10:00~21:16\nSAT:10:00~21:16\nSUN:10:00~21:16\nTHU:10:00~21:16\nTUE:10:00~21:16\nWED:10:00~21:16\nFRI:10:00~21:16\nMON:10:00~21:16\nSAT:10:00~21:16\nSUN:10:00~21:16\nTHU:10:00~21:16\nTUE:10:00~21:16\nWED:10:00~21:16\nFRI:10:00~21:16\nMON:10:00~21:16\nSAT:10:00~21:16\nSUN:10:00~21:16\nTHU:10:00~21:16\nTUE:10:00~21:16\nWED:10:00~21:16,
554182,두여인생막걸리,술집,Y,Y,N,전라북도 전주시 완산구 삼천동1가 620-1,0,35.7970699,127.1222698,,,0,0,5,1.84,Y,Y,3.22,92,92,N,N,N,,2020-10-22 21:21,FRI:13:00~12:00\nMON:13:00~12:00\nSAT:13:00~12:00\nSUN:13:00~12:00\nTHU:13:00~12:00\nTUE:13:00~12:00\nWED:13:00~12:00\nFRI:13:00~12:00\nMON:13:00~12:00\nSAT:13:00~12:00\nSUN:13:00~12:00\nTHU:13:00~12:00\nTUE:13:00~12:00\nWED:13:00~12:00\nFRI:13:00~12:00\nMON:13:00~12:00\nSAT:13:00~12:00\nSUN:13:00~12:00\nTHU:13:00~12:00\nTUE:13:00~12:00\nWED:13:00~12:00,
559718,고기그리고맛있는솜씨,돼지고기,Y,Y,N,전라북도 전주시 완산구 효자동2가 1332-2,0,35.8080919,127.1056144,,,0,0,5,2.41,Y,Y,2.85,0,0,N,N,N,,2020-12-07 14:03,MON:12:50~01:00\nMON:12:50~01:00\nMON:12:50~01:00,
566763,모두랑 전북대점,떡볶이,Y,Y,N,전라북도 전주시 덕진구 덕진동1가 1312-6,0,35.8441734,127.1264444,,,0,0,5,2.14,Y,Y,3.22,68,68,N,N,N,,2020-11-04 23:41,FRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00,
583389,맘스브레드,베이커리,Y,N,N,전라북도 전주시 완산구 효자동2가 1318-3,103.92,35.808637,127.1035736,,,0,0,5,2.19,Y,Y,2.62,0,0,N,N,Y,http://blog.naver.com/esoosigea,2020-12-07 16:52,MON:12:50~01:00\nMON:12:50~01:00\nMON:12:50~01:00,
590660,손쿡 전주점,양식,Y,Y,N,전라북도 전주시 완산구 고사동 217-1,161.26,35.8215059,127.1444592,,,0,0,5,1.92,Y,Y,3.46,60,60,N,N,Y,,2020-11-18 0:48,FRI:11:30~21:00\nMON:11:30~21:00\nSAT:11:30~21:00\nSUN:11:30~21:00\nTHU:11:30~21:00\nTUE:11:30~21:00\nFRI:11:30~21:00\nMON:11:30~21:00\nSAT:11:30~21:00\nSUN:11:30~21:00\nTHU:11:30~21:00\nTUE:11:30~21:00\nFRI:11:30~21:00\nMON:11:30~21:00\nSAT:11:30~21:00\nSUN:11:30~21:00\nTHU:11:30~21:00\nTUE:11:30~21:00,"오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시,오후3시~5시"
609650,써니네집 본점,이탈리아음식,Y,Y,N,전라북도 전주시 완산구 효자동3가 1528-3,0,35.8183179,127.1099733,,,0,0,5,2.05,Y,Y,3.46,60,60,Y,N,N,http://www.ssuninejib.com,2020-11-16 19:02,FRI:11:30~21:00\nMON:11:30~21:00\nSAT:11:30~21:00\nSUN:11:30~21:00\nTHU:11:30~21:00\nTUE:11:30~21:00\nWED:11:30~21:00\nFRI:11:30~21:00\nMON:11:30~21:00\nSAT:11:30~21:00\nSUN:11:30~21:00\nTHU:11:30~21:00\nTUE:11:30~21:00\nWED:11:30~21:00\nFRI:11:30~21:00\nMON:11:30~21:00\nSAT:11:30~21:00\nSUN:11:30~21:00\nTHU:11:30~21:00\nTUE:11:30~21:00\nWED:11:30~21:00,"15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00"
618640,여수수산,생선회,Y,Y,N,전라북도 전주시 완산구 효자동1가 399-2,0,35.8091105,127.1157134,,,0,0,5,2.47,Y,Y,3.1,0,0,N,N,N,,2020-10-15 22:26,FRI:17:00~02:00\nMON:17:00~02:00\nSAT:17:00~02:00\nSUN:17:00~02:00\nTHU:17:00~02:00\nTUE:17:00~02:00\nWED:17:00~02:00\nFRI:17:00~02:00\nMON:17:00~02:00\nSAT:17:00~02:00\nSUN:17:00~02:00\nTHU:17:00~02:00\nTUE:17:00~02:00\nWED:17:00~02:00\nFRI:17:00~02:00\nMON:17:00~02:00\nSAT:17:00~02:00\nSUN:17:00~02:00\nTHU:17:00~02:00\nTUE:17:00~02:00\nWED:17:00~02:00,
